Vehicle Name,Livery Name,Primary Hex (Web RGB),Crew Code(s),R,G,B,Color Effect/Family,Paint Chip,Preview Image,Notes,Group ID,Vehicle Model ID,Livery  Group ID,Reference Sources
Gauntlet Classic,Rigid Rocket,#D65129,,214,81,41,,d65129.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Rigid Rocket,#C52419,,197,36,25,,c52419.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,True Patriot,#606160,,96,97,96,Gray,606160.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Hotshot,#E4AA00,,228,170,0,Yellow,e4aa00.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Black Bravado,#161616,,22,22,22,Black,161616.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,White 445,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Hotshot,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Twin Black Stripes,#161616,,22,22,22,Black,161616.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Rigid Rocket,#8C1C21,,140,28,33,,8c1c21.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Redwood Classic,#00A1C5,,0,161,197,Blue,00a1c5.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Redwood Classic,#8C070E,,140,7,14,Red,8c070e.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Hotshot,#E40000,,228,0,0,Red,e40000.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic,Twin White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet3,,
Gauntlet Classic Custom,Stamped Bravado,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#C5000E,,197,0,14,Red,c5000e.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#940000,,148,0,0,Red,940000.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#8F000B,,143,0,11,Red,8f000b.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#00A2FF,,0,162,255,Blue,00a2ff.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#1E1F1E,,30,31,30,Black,1e1f1e.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#9F8460,,159,132,96,Gold,9f8460.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,gauntlet5,,
Gauntlet Classic Custom,Stamped Bravado,#A21416,,162,20,22,Red,a21416.png,(no preview),,Livery,gauntlet5,,
Gauntlet Hellfire,Black Two Tone,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Weekend Warrior,#0E0D0E,,14,13,14,,0e0d0e.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Weekend Warrior,#161616,,22,22,22,,161616.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Weekend Warrior,#101210,,16,18,16,,101210.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Weekend Warrior,#100F10,,16,15,16,,100f10.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Redwood Stockcar,#8C070E,,140,7,14,Red,8c070e.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Black Racer Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Redwood Stockcar,#009FC5,,0,159,197,Blue,009fc5.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Royal Tribute,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Royal Tribute,#FCFCFC,,252,252,252,White,fcfcfc.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Royal Tribute,#E60000,,230,0,0,Red,e60000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Bravado Racing,#CECECE,,206,206,206,'77',cecece.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Bravado Racing,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Raceway Hero,#FFC991,,255,201,145,'21',ffc991.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Raceway Hero,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Redwood Stockcar,#A28758,,162,135,88,Gold,a28758.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Bravado Billboard,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Dual Blue Stripes,#0069C3,,0,105,195,Blue,0069c3.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Dual Red Stripes,#DB0000,,219,0,0,Red,db0000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Too Much Free Time,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Redwood Stockcar,#E1FF3A,,225,255,58,'73',e1ff3a.png,(no preview),,Livery,driftgauntlet4,,
Gauntlet Hellfire,Dual White Stripes,#E1E1E1,,225,225,225,White,e1e1e1.png,(no preview),,Livery,driftgauntlet4,,
Glendale Custom,Rusted,#50392F,,80,57,47,,50392f.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#D3AF37,,211,175,55,Yellow,d3af37.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#C5E5E1,,197,229,225,Blue,c5e5e1.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#0087A5,,0,135,165,,0087a5.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#05AD7E,,5,173,126,,05ad7e.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#26B668,,38,182,104,,26b668.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#05AD7E,,5,173,126,,05ad7e.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#26B668,,38,182,104,,26b668.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#473226,,71,50,38,,473226.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#634D42,,99,77,66,,634d42.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#5A413A,,90,65,58,,5a413a.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#0087A5,,0,135,165,,0087a5.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,glendale2,,
Glendale Custom,Rusted,#FF0000,,255,0,0,Red,ff0000.png,(no preview),,Livery,glendale2,,
Havok,Havok Masters,#A20026,,162,0,38,Dark Pink,a20026.png,Sf4zJXn.jpg,,Livery,havok,,http://i.imgur.com/Sf4zJXn.jpg
Havok,Havok Masters,#D90034,,217,0,52,Pink,d90034.png,ySndoIW.jpg,,Livery,havok,,http://i.imgur.com/ySndoIW.jpg
Havok,Sprunk 'The Essence Of Life',#05D000,,5,208,0,Green,05d000.png,qSJw836.jpg,,Livery,havok,,http://i.imgur.com/qSJw836.jpg
Havok,eCola 'Deliciously Infectious',#EF011B,,239,1,27,Red,ef011b.png,dgJZyq4.jpg,,Livery,havok,,http://i.imgur.com/dgJZyq4.jpg
Havok,Liberty City National,#008AEF,,0,138,239,Blue,008aef.png,cS5WwrS.jpg,,Livery,havok,,http://i.imgur.com/cS5WwrS.jpg
Havok,Fleeca Bank,#21DE36,,33,222,54,Green,21de36.png,kJfNo3y.jpg,,Livery,havok,,http://i.imgur.com/kJfNo3y.jpg
Havok,Meteorite Snack,#FFB900,,255,185,0,Yellow,ffb900.png,IFIyE8z.jpg,,Livery,havok,,http://i.imgur.com/IFIyE8z.jpg
Havok,Havok Stickerbomb,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,havok,,
Havok,Havok Masters,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,havok,,
Havok,Havok Stickerbomb,#EA0345,,234,3,69,Pink,ea0345.png,(no preview),,Livery,havok,,
Havok,The Havok Basics,#101110,,16,17,16,Black,101110.png,(no preview),,Livery,havok,,
Havok,The Havok Basics,#EA0345,,234,3,69,Pink,ea0345.png,ytDrMoZ.jpg,,Livery,havok,,http://i.imgur.com/ytDrMoZ.jpg
Hellion,Black Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hellion,,
Hellion,Lube and 69,#212221,,33,34,33,Gray,212221.png,(no preview),,Livery,hellion,,
Hellion,Lube and 69,#EFFF00,,239,255,0,Yellow,efff00.png,(no preview),,Livery,hellion,,
Hellion,White Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hellion,,
Hellion,Patriot Beer,#C52324,,197,35,36,Red,c52324.png,(no preview),,Livery,hellion,,
Hellion,Globe Ranger,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hellion,,
Hellion,No.56 Meinmacht,#790000,,121,0,0,Dark Red,790000.png,(no preview),,Livery,hellion,,
Hellion,Globe Ranger,#AD2221,,173,34,33,Red,ad2221.png,(no preview),,Livery,hellion,,
Hellion,No.56 Meinmacht,#FF0000,,255,0,0,Red,ff0000.png,(no preview),,Livery,hellion,,
Hellion,Redwood,#00A1C5,,0,161,197,Blue,00a1c5.png,(no preview),,Livery,hellion,,
Hellion,Redwood,#C8A568,,200,165,104,Gold,c8a568.png,(no preview),,Livery,hellion,,
Hellion,Patriot Beer,#1950A5,,25,80,165,Blue,1950a5.png,(no preview),,Livery,hellion,,
Hellion,Patriot Beer,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hellion,,
Hellion,Patriot Beer,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hellion,,
Hellion,Impotent Rage,#244997,,36,73,151,Blue,244997.png,(no preview),,Livery,hellion,,
Hellion,Impotent Rage,#F75A9C,,247,90,156,Pink,f75a9c.png,(no preview),,Livery,hellion,,
Hellion,Impotent Rage,#F7D845,,247,216,69,Yellow,f7d845.png,(no preview),,Livery,hellion,,
Hellion,Redwood,#8C070E,,140,7,14,Red,8c070e.png,(no preview),,Livery,hellion,,
Hellion,Nightmare,#37FF3C,,55,255,60,Green,37ff3c.png,(no preview),,Livery,hellion,,
Hellion,Nightmare,#1E1F1E,,30,31,30,Gray,1e1f1e.png,(no preview),,Livery,hellion,,
Hellion,Nightmare,#F7D742,,247,215,66,Yellow,f7d742.png,(no preview),,Livery,hellion,,
Hellion,Atomic Sponsor,#E9E100,,233,225,0,Yellow,e9e100.png,(no preview),,Livery,hellion,,
Hellion,Atomic Sponsor,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hellion,,
Hellion,Atomic Sponsor,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hellion,,
Hellion,Redwood,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hellion,,
Hermes,Kinky Kelly,#524942,,82,73,66,Random Gray,524942.png,(no preview),,Livery,hermes,,
Hermes,Layered Flames,#CE9621,,206,150,33,Yellow Outline,ce9621.png,(no preview),,Livery,hermes,,
Hermes,Saltflat Drag,#312010,,49,32,16,Random Brown,312010.png,(no preview),,Livery,hermes,,
Hermes,Amazing Albany,#5D3816,,93,56,22,Random Brown,5d3816.png,(no preview),,Livery,hermes,,
Hermes,Classic Hermes,#FF1700,,255,23,0,Red,ff1700.png,(no preview),,Livery,hermes,,
Hermes,Blue Flames,#BAC4F2,,186,196,242,Outline Purple,bac4f2.png,(no preview),,Livery,hermes,,
Hermes,Blue Flames,#081368,,8,19,104,Dark Blue,081368.png,(no preview),,Livery,hermes,,
Hermes,Classic Hermes,#FF7800,,255,120,0,Orange,ff7800.png,(no preview),,Livery,hermes,,
Hermes,Layered Flames,#297D29,,41,125,41,Dark Green,297d29.png,(no preview),,Livery,hermes,,
Hermes,Layered Flames,#47DB4A,,71,219,74,Green,47db4a.png,(no preview),,Livery,hermes,,
Hermes,Rat Look,#4D2F08,,77,47,8,Random Brown,4d2f08.png,(no preview),,Livery,hermes,,
Hermes,Reporting For Duty,#341F18,,52,31,24,Random Brown,341f18.png,(no preview),,Livery,hermes,,
Hermes,Blue Flames,#2648B8,,38,72,184,Blue,2648b8.png,(no preview),,Livery,hermes,,
Hotring Sabre,39 Globe Oil,#C00000,,192,0,0,Red,c00000.png,(no preview),,Livery,hotring,,
Hotring Sabre,53 Biglogs,#970005,,151,0,5,Red,970005.png,(no preview),,Livery,hotring,,
Hotring Sabre,53 Biglogs,#FFDA00,,255,218,0,Yellow,ffda00.png,(no preview),,Livery,hotring,,
Hotring Sabre,53 Biglogs,#D65C00,,214,92,0,Orange,d65c00.png,(no preview),,Livery,hotring,,
Hotring Sabre,30 Flint Tools,#FCDF08,,252,223,8,Yellow,fcdf08.png,(no preview),,Livery,hotring,,
Hotring Sabre,66 Righteous Slaughter,#A50000,,165,0,0,Red,a50000.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#009AFF,,0,154,255,Blue,009aff.png,(no preview),,Livery,hotring,,
Hotring Sabre,23 LTD Gasoline,#D30000,,211,0,0,Red,d30000.png,(no preview),,Livery,hotring,,
Hotring Sabre,42 Logger Light,#1E615A,,30,97,90,Cyan,1e615a.png,(no preview),,Livery,hotring,,
Hotring Sabre,42 Logger Light,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#31009C,,49,0,156,Purple,31009c.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#00BD00,,0,189,0,Green,00bd00.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#FFF200,,255,242,0,Yellow,fff200.png,(no preview),,Livery,hotring,,
Hotring Sabre,23 LTD Gasoline,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hotring,,
Hotring Sabre,23 LTD Gasoline,#23295A,,35,41,90,Blue,23295a.png,(no preview),,Livery,hotring,,
Hotring Sabre,20 Meinmacht,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#DE0000,,222,0,0,Red,de0000.png,(no preview),,Livery,hotring,,
Hotring Sabre,62 Air Herler,#C62929,,198,41,41,Logo Red,c62929.png,(no preview),,Livery,hotring,,
Hotring Sabre,62 Air Herler,#082963,,8,41,99,Logo Blue,082963.png,(no preview),,Livery,hotring,,
Hotring Sabre,62 Air Herler,#970000,,151,0,0,Red,970000.png,(no preview),,Livery,hotring,,
Hotring Sabre,62 Air Herler,#002C55,,0,44,85,Blue,002c55.png,(no preview),,Livery,hotring,,
Hotring Sabre,48 P's & Q's,#186DDE,,24,109,222,Blue,186dde.png,(no preview),,Livery,hotring,,
Hotring Sabre,48 P's & Q's,#FCDF08,,252,223,8,Yellow,fcdf08.png,(no preview),,Livery,hotring,,
Hotring Sabre,34 Cover Up Paints,#FF6231,,255,98,49,Orange,ff6231.png,(no preview),,Livery,hotring,,
Hotring Sabre,65 Lucky Plucker,#FCDF08,,252,223,8,Yellow,fcdf08.png,(no preview),,Livery,hotring,,
Hotring Sabre,65 Lucky Plucker,#C00000,,192,0,0,Red,c00000.png,(no preview),,Livery,hotring,,
Hotring Sabre,71 Shrewsbury Shotguns,#D61708,,214,23,8,Red,d61708.png,(no preview),,Livery,hotring,,
Hotring Sabre,50 Bank Of Liberty,#002B57,,0,43,87,Dark Blue,002b57.png,(no preview),,Livery,hotring,,
Hotring Sabre,50 Bank Of Liberty,#00356E,,0,53,110,Blue,00356e.png,(no preview),,Livery,hotring,,
Hotring Sabre,50 Bank Of Liberty,#B00F3C,,176,15,60,Red,b00f3c.png,(no preview),,Livery,hotring,,
Hotring Sabre,33 Atomic Tires,#FFE715,,255,231,21,Yellow,ffe715.png,(no preview),,Livery,hotring,,
Hotring Sabre,33 Atomic Tires,#005694,,0,86,148,Blue,005694.png,(no preview),,Livery,hotring,,
Hotring Sabre,28 You Tool,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hotring,,
Hotring Sabre,8 Fort Zancudo,#42412E,,66,65,46,Olive Green,42412e.png,(no preview),,Livery,hotring,,
Hotring Sabre,8 Fort Zancudo,#293329,,41,51,41,Dark Green,293329.png,(no preview),,Livery,hotring,,
Hotring Sabre,8 Fort Zancudo,#556D4F,,85,109,79,Green,556d4f.png,(no preview),,Livery,hotring,,
Hotring Sabre,1 Redwood,#947C4D,,148,124,77,Brown,947c4d.png,(no preview),,Livery,hotring,,
Hotring Sabre,1 Redwood,#C6A568,,198,165,104,Light Brown,c6a568.png,(no preview),,Livery,hotring,,
Hotring Sabre,26 Jock Cranley,#213B6B,,33,59,107,Blue,213b6b.png,(no preview),,Livery,hotring,,
Hotring Sabre,26 Jock Cranley,#C3081E,,195,8,30,Red,c3081e.png,(no preview),,Livery,hotring,,
Hotring Sabre,56 Device,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hotring,,
Hotring Sabre,5 Power Metal,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hotring,,
Hotring Sabre,43 Rainé,#DBA500,,219,165,0,Yellow,dba500.png,(no preview),,Livery,hotring,,
Hotring Sabre,26 Jock Cranley,#CEA24A,,206,162,74,Gold,cea24a.png,(no preview),,Livery,hotring,,
Hotring Sabre,25 eCola,#EF0000,,239,0,0,Red,ef0000.png,(no preview),,Livery,hotring,,
Hotring Sabre,25 eCola,#FCE008,,252,224,8,Yellow,fce008.png,(no preview),,Livery,hotring,,
Hotring Sabre,22 Auto Exotic,#D30000,,211,0,0,Red,d30000.png,(no preview),,Livery,hotring,,
Hotring Sabre,22 Auto Exotic,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,hotring,,
Hotring Sabre,22 Auto Exotic,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hotring,,
Hotring Sabre,29 Weazel Network,#E1AD00,,225,173,0,Yellow,e1ad00.png,(no preview),,Livery,hotring,,
Hotring Sabre,29 Weazel Network,#FCE008,,252,224,8,Bright Yellow,fce008.png,(no preview),,Livery,hotring,,
Hotring Sabre,16 Burger Shot,#0D346B,,13,52,107,Blue,0d346b.png,(no preview),,Livery,hotring,,
Hotring Sabre,29 Weazel Network,#D10505,,209,5,5,Red,d10505.png,(no preview),,Livery,hotring,,
Hotring Sabre,45 Sprunk X-treme,#A2FF29,,162,255,41,,a2ff29.png,(no preview),,Livery,hotring,,
Hotring Sabre,5 Power Metal,#E12813,,225,40,19,Red,e12813.png,(no preview),,Livery,hotring,,
Hotring Sabre,45 Sprunk X-treme,#4AAA00,,74,170,0,,4aaa00.png,(no preview),,Livery,hotring,,
Hotring Sabre,61 Ragga Rum,#EFEB00,,239,235,0,Logo Yellow,efeb00.png,(no preview),,Livery,hotring,,
Hotring Sabre,61 Ragga Rum,#0D964A,,13,150,74,Logo Green,0d964a.png,(no preview),,Livery,hotring,,
Hotring Sabre,5 Power Metal,#8C8D8C,,140,141,140,Gray,8c8d8c.png,(no preview),,Livery,hotring,,
Hotring Sabre,61 Ragga Rum,#F4F600,,244,246,0,Yellow,f4f600.png,(no preview),,Livery,hotring,,
Hotring Sabre,61 Ragga Rum,#00B51B,,0,181,27,Green,00b51b.png,(no preview),,Livery,hotring,,
Hotring Sabre,45 Sprunk X-treme,#007F10,,0,127,16,,007f10.png,(no preview),,Livery,hotring,,
Hotring Sabre,61 Ragga Rum,#E12813,,225,40,19,Red,e12813.png,(no preview),,Livery,hotring,,
Howard NX-25,Four Squared,#000000,,0,0,0,Black,000000.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Lucky Seven,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Traditional,#FCD705,,252,215,5,Yellow,fcd705.png,RHx1bsP.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/RHx1bsP.jpg
Howard NX-25,Traditional,#FF001B,,255,0,27,Red,ff001b.png,jvD4yJC.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/jvD4yJC.jpg
Howard NX-25,Banded Arms,#000000,,0,0,0,Black,000000.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Banded Arms,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Four Squared,#FF001B,,255,0,27,Red,ff001b.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,XXXV,#FFDA00,,255,218,0,Yellow,ffda00.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Racing Stripes,#57171B,,87,23,27,Red,57171b.png,mtrn9uf.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/mtrn9uf.jpg
Howard NX-25,Classic Stripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Howard NX-25,#E1CE08,,225,206,8,Yellow,e1ce08.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Racing Curve,#89D8D6,,137,216,214,Blue,89d8d6.png,PctOVXC.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/PctOVXC.jpg
Howard NX-25,Racing Curve,#8C7242,,140,114,66,Brown,8c7242.png,J28T6IR.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/J28T6IR.jpg
Howard NX-25,Racing Curve,#000000,,0,0,0,Black,000000.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Racing Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,Racing Stars,#CB1918,,203,25,24,Red,cb1918.png,A9D2iJh.jpg,*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,http://i.imgur.com/A9D2iJh.jpg
Howard NX-25,Racing Stars,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Howard NX-25,XXXV,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),*Most of the plane liveries won't blend in correctly because of the body texture.,Livery,howard,,
Hustler,Barn Find,#58544D,,88,84,77,Gray,58544d.png,(no preview),,Livery,hustler,,
Hustler,Custom Racer,#211008,,33,16,8,,211008.png,(no preview),,Livery,hustler,,
Hustler,Basic Pinstripe,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,hustler,,
Hustler,Yellow Flames,#F47000,,244,112,0,Yellow,f47000.png,(no preview),,Livery,hustler,,
Hustler,Yellow Flames,#FC2F00,,252,47,0,Orange,fc2f00.png,(no preview),,Livery,hustler,,
Hustler,Purple Flames,#CE00F4,,206,0,244,Magenta,ce00f4.png,(no preview),,Livery,hustler,,
Hustler,Purple Flames,#8F00FC,,143,0,252,Purple,8f00fc.png,(no preview),,Livery,hustler,,
Hustler,Rapid Vapid,#7B0C08,,123,12,8,Red Outline,7b0c08.png,(no preview),,Livery,hustler,,
Hustler,Hustle Time,#B20000,,178,0,0,Red Outline,b20000.png,(no preview),,Livery,hustler,,
Hustler,Hustle Time,#7B0B0D,,123,11,13,Dark Red Outline,7b0b0d.png,(no preview),,Livery,hustler,,
Hustler,Just Some Patina,#370D05,,55,13,5,,370d05.png,(no preview),,Livery,hustler,,
Hustler,Just Some Patina,#8F3D05,,143,61,5,,8f3d05.png,(no preview),,Livery,hustler,,
Hustler,Barn Find,#845129,,132,81,41,,845129.png,(no preview),,Livery,hustler,,
Hustler,Salty Rod,#BDBEBD,,189,190,189,,bdbebd.png,(no preview),,Livery,hustler,,
Hustler,Rusty Dragger,#895226,,137,82,38,,895226.png,(no preview),,Livery,hustler,,
Hustler,Salty Rod,#ADAAAD,,173,170,173,,adaaad.png,(no preview),,Livery,hustler,,
Hustler,Rusty Dragger,#73492C,,115,73,44,,73492c.png,(no preview),,Livery,hustler,,
Imorgon,Overflod Stripes,#2DD0CE,,45,208,206,Cyan,2dd0ce.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#CECDCE,,206,205,206,Light Gray,cecdce.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#DBDBDB,,219,219,219,Light Gray,dbdbdb.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#313231,,49,50,49,Dark Gray,313231.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#242424,,36,36,36,Dark Gray,242424.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#892FD0,,137,47,208,Purple,892fd0.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#9C1C19,,156,28,25,,9c1c19.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#AF1F1E,,175,31,30,,af1f1e.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#CB2026,,203,32,38,Red,cb2026.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#AFAFAF,,175,175,175,Gray,afafaf.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#AFAFAF,,175,175,175,Gray,afafaf.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#FFCC00,,255,204,0,Yellow,ffcc00.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#000000,,0,0,0,Black,000000.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#AD0505,,173,5,5,Red,ad0505.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#FFFFFF,00,255,255,255,White,ffffff.png,(no preview),,Livery,imorgon,,
Imorgon,Overflod Stripes,#3ADB21,,58,219,33,,3adb21.png,(no preview),,Livery,imorgon,,
